product_name,product_category,price,stock_quantity,supplier_name,supplier_email,supplier_phone,supplier_country
Смартфон 561,Косметика,2065.81,366,EpsilonMarket,supplier10@trade.com,+380652406182,Польща
Ноутбук 562,Авто,2886.76,464,ZetaSupply,supplier11@trade.com,+380856596362,Польща
Футболка 563,Продукти харчування,751.53,896,EtaCommerce,supplier12@trade.com,+380699872406,Польща
Джинси 564,Меблі,1724.09,460,ThetaLogistics,supplier13@trade.com,+380886668904,Туреччина
Кавоварка 565,Книги,2880.56,134,IotaRetail,supplier14@trade.com,+380683112911,Україна
Навушники 566,Спорт та відпочинок,3448.15,737,KappaStore,supplier15@trade.com,+380919132737,Німеччина
Книга «567»,Продукти харчування,1022.05,296,LambdaHub,supplier16@trade.com,+380644186980,Китай
Крісло 568,Меблі,2254.9,987,MuDistrib,supplier17@trade.com,+380586116144,Китай
Велосипед 569,Одяг,3470.89,16,NuSupplies,supplier18@trade.com,+380532206979,Франція
Помада 570,Одяг,1651.48,699,XiNetwork,supplier19@trade.com,+380966001638,США
Шампунь 571,Електроніка,2465.61,16,TechSupply UA 2,supplier20@trade.com,+380788633570,Китай
Чай 572,Авто,2593.62,524,EcoGoods Ltd 2,supplier21@trade.com,+380559889261,Китай
Кросівки 573,Електроніка,4641.54,810,GlobalMart 2,supplier22@trade.com,+380513528495,Україна
Планшет 574,Авто,1427.79,622,ProTrade Co 2,supplier23@trade.com,+380929971814,Німеччина
Монітор 575,Спорт та відпочинок,3493.41,862,FastDelivery 2,supplier24@trade.com,+380502216650,Німеччина
Клавіатура 576,Електроніка,3877.98,70,MegaStock 2,supplier25@trade.com,+380760427643,Польща
Мишка 577,Електроніка,3323.18,502,AlphaWholesale 2,supplier26@trade.com,+380552199659,США
Рюкзак 578,Іграшки,4803.32,880,BetaDistrib 2,supplier27@trade.com,+380945500034,Україна
Куртка 579,Косметика,714.42,253,GammaTrade 2,supplier28@trade.com,+380823575860,Україна
Холодильник 580,Косметика,1751.65,474,DeltaGoods 2,supplier29@trade.com,+380616445110,Китай
Смартфон 581,Меблі,1657.96,146,EpsilonMarket 2,supplier30@trade.com,+380633121802,Туреччина
Ноутбук 582,Авто,2834.56,492,ZetaSupply 2,supplier31@trade.com,+380902140937,Туреччина
Футболка 583,Побутова хімія,4702.48,56,EtaCommerce 2,supplier32@trade.com,+380690148601,Франція
Джинси 584,Продукти харчування,608.06,614,ThetaLogistics 2,supplier33@trade.com,+380522112846,Україна
Кавоварка 585,Спорт та відпочинок,3082.76,838,IotaRetail 2,supplier34@trade.com,+380712493577,Україна
Навушники 586,Побутова хімія,663.2,150,KappaStore 2,supplier35@trade.com,+380837915176,Німеччина
Книга «587»,Електроніка,4848.48,471,LambdaHub 2,supplier36@trade.com,+380986783818,США
Крісло 588,Меблі,93.17,618,MuDistrib 2,supplier37@trade.com,+380979992880,Китай
Велосипед 589,Спорт та відпочинок,2816.27,251,NuSupplies 2,supplier38@trade.com,+380550874078,Україна
Помада 590,Електроніка,4119.01,367,XiNetwork 2,supplier39@trade.com,+380968192167,Франція
Шампунь 591,Меблі,2781.2,50,TechSupply UA 3,supplier40@trade.com,+380771593929,Китай
Чай 592,Меблі,640.38,43,EcoGoods Ltd 3,supplier41@trade.com,+380584495002,США
Кросівки 593,Побутова хімія,3106.32,651,GlobalMart 3,supplier42@trade.com,+380593874830,Україна
Планшет 594,Продукти харчування,2312.23,955,ProTrade Co 3,supplier43@trade.com,+380704729251,Німеччина
Монітор 595,Іграшки,2806.12,950,FastDelivery 3,supplier44@trade.com,+380529812884,Німеччина
Клавіатура 596,Побутова хімія,1881.41,836,MegaStock 3,supplier45@trade.com,+380842976506,Польща
Мишка 597,Продукти харчування,2541.24,567,AlphaWholesale 3,supplier46@trade.com,+380904252705,США
Рюкзак 598,Косметика,4680.3,111,BetaDistrib 3,supplier47@trade.com,+380856102592,Франція
Куртка 599,Меблі,447.08,895,GammaTrade 3,supplier48@trade.com,+380708531027,Франція
Холодильник 600,Продукти харчування,1745.57,891,DeltaGoods 3,supplier49@trade.com,+380760529437,Польща
Смартфон 601,Електроніка,582.38,233,TechSupply UA,supplier0@trade.com,+380607368827,Німеччина
Ноутбук 602,Косметика,1135.25,807,EcoGoods Ltd,supplier1@trade.com,+380835207186,Китай
Футболка 603,Авто,4233.08,725,GlobalMart,supplier2@trade.com,+380654527617,Туреччина
Джинси 604,Одяг,3671.36,710,ProTrade Co,supplier3@trade.com,+380526910219,Україна
Кавоварка 605,Електроніка,24.5,367,FastDelivery,supplier4@trade.com,+380820334794,США
Навушники 606,Авто,643.78,468,MegaStock,supplier5@trade.com,+380796034115,Туреччина
Книга «607»,Одяг,3904.67,107,AlphaWholesale,supplier6@trade.com,+380723396513,Туреччина
Крісло 608,Авто,780.74,919,BetaDistrib,supplier7@trade.com,+380716006248,Польща
Велосипед 609,Авто,4407.08,362,GammaTrade,supplier8@trade.com,+380820938217,Німеччина
Помада 610,Електроніка,40.68,69,DeltaGoods,supplier9@trade.com,+380908652236,Китай
Шампунь 611,Косметика,2323.44,642,EpsilonMarket,supplier10@trade.com,+380652406182,Польща
Чай 612,Побутова хімія,3087.54,266,ZetaSupply,supplier11@trade.com,+380856596362,Польща
Кросівки 613,Книги,1358.45,743,EtaCommerce,supplier12@trade.com,+380699872406,Польща
Планшет 614,Побутова хімія,2305.61,92,ThetaLogistics,supplier13@trade.com,+380886668904,Туреччина
Монітор 615,Одяг,1112.94,222,IotaRetail,supplier14@trade.com,+380683112911,Україна
Клавіатура 616,Електроніка,3216.6,192,KappaStore,supplier15@trade.com,+380919132737,Німеччина
Мишка 617,Продукти харчування,3103.73,193,LambdaHub,supplier16@trade.com,+380644186980,Китай
Рюкзак 618,Косметика,4652.27,919,MuDistrib,supplier17@trade.com,+380586116144,Китай
Куртка 619,Побутова хімія,4502.08,300,NuSupplies,supplier18@trade.com,+380532206979,Франція
Холодильник 620,Продукти харчування,1060.94,927,XiNetwork,supplier19@trade.com,+380966001638,США
Смартфон 621,Електроніка,3398.94,26,TechSupply UA 2,supplier20@trade.com,+380788633570,Китай
Ноутбук 622,Спорт та відпочинок,2028.32,173,EcoGoods Ltd 2,supplier21@trade.com,+380559889261,Китай
Футболка 623,Одяг,4046.78,89,GlobalMart 2,supplier22@trade.com,+380513528495,Україна
Джинси 624,Спорт та відпочинок,3011.94,948,ProTrade Co 2,supplier23@trade.com,+380929971814,Німеччина
Кавоварка 625,Меблі,4435.14,163,FastDelivery 2,supplier24@trade.com,+380502216650,Німеччина
Навушники 626,Одяг,4708.09,909,MegaStock 2,supplier25@trade.com,+380760427643,Польща
Книга «627»,Меблі,1926.62,25,AlphaWholesale 2,supplier26@trade.com,+380552199659,США
Крісло 628,Книги,2896.93,535,BetaDistrib 2,supplier27@trade.com,+380945500034,Україна
Велосипед 629,Меблі,36.22,293,GammaTrade 2,supplier28@trade.com,+380823575860,Україна
Помада 630,Спорт та відпочинок,526.56,451,DeltaGoods 2,supplier29@trade.com,+380616445110,Китай
Шампунь 631,Меблі,4750.08,113,EpsilonMarket 2,supplier30@trade.com,+380633121802,Туреччина
Чай 632,Іграшки,4843.54,347,ZetaSupply 2,supplier31@trade.com,+380902140937,Туреччина
Кросівки 633,Іграшки,3438.1,872,EtaCommerce 2,supplier32@trade.com,+380690148601,Франція
Планшет 634,Авто,4244.13,839,ThetaLogistics 2,supplier33@trade.com,+380522112846,Україна
Монітор 635,Одяг,1271.09,656,IotaRetail 2,supplier34@trade.com,+380712493577,Україна
Клавіатура 636,Іграшки,976.11,671,KappaStore 2,supplier35@trade.com,+380837915176,Німеччина
Мишка 637,Книги,686.41,265,LambdaHub 2,supplier36@trade.com,+380986783818,США
Рюкзак 638,Побутова хімія,959.44,501,MuDistrib 2,supplier37@trade.com,+380979992880,Китай
Куртка 639,Побутова хімія,4728.05,449,NuSupplies 2,supplier38@trade.com,+380550874078,Україна
Холодильник 640,Електроніка,104.07,232,XiNetwork 2,supplier39@trade.com,+380968192167,Франція
Смартфон 641,Спорт та відпочинок,2273.01,113,TechSupply UA 3,supplier40@trade.com,+380771593929,Китай
Ноутбук 642,Меблі,162.94,740,EcoGoods Ltd 3,supplier41@trade.com,+380584495002,США
Футболка 643,Спорт та відпочинок,168.46,884,GlobalMart 3,supplier42@trade.com,+380593874830,Україна
Джинси 644,Побутова хімія,1269.67,912,ProTrade Co 3,supplier43@trade.com,+380704729251,Німеччина
Кавоварка 645,Іграшки,254.12,303,FastDelivery 3,supplier44@trade.com,+380529812884,Німеччина
Навушники 646,Електроніка,1894.73,927,MegaStock 3,supplier45@trade.com,+380842976506,Польща
Книга «647»,Книги,1690.74,144,AlphaWholesale 3,supplier46@trade.com,+380904252705,США
Крісло 648,Одяг,598.2,853,BetaDistrib 3,supplier47@trade.com,+380856102592,Франція
Велосипед 649,Книги,3603.38,836,GammaTrade 3,supplier48@trade.com,+380708531027,Франція
Помада 650,Авто,4577.3,180,DeltaGoods 3,supplier49@trade.com,+380760529437,Польща
Шампунь 651,Одяг,2208.33,770,TechSupply UA,supplier0@trade.com,+380607368827,Німеччина
Чай 652,Косметика,4059.6,191,EcoGoods Ltd,supplier1@trade.com,+380835207186,Китай
Кросівки 653,Електроніка,3078.29,223,GlobalMart,supplier2@trade.com,+380654527617,Туреччина
Планшет 654,Спорт та відпочинок,4103.59,376,ProTrade Co,supplier3@trade.com,+380526910219,Україна
Монітор 655,Авто,332.28,265,FastDelivery,supplier4@trade.com,+380820334794,США
Клавіатура 656,Спорт та відпочинок,1089.29,862,MegaStock,supplier5@trade.com,+380796034115,Туреччина
Мишка 657,Спорт та відпочинок,299.1,63,AlphaWholesale,supplier6@trade.com,+380723396513,Туреччина
Рюкзак 658,Авто,2888.25,933,BetaDistrib,supplier7@trade.com,+380716006248,Польща
Куртка 659,Меблі,2489.27,783,GammaTrade,supplier8@trade.com,+380820938217,Німеччина
Холодильник 660,Електроніка,4973.71,937,DeltaGoods,supplier9@trade.com,+380908652236,Китай
Смартфон 661,Спорт та відпочинок,1156.28,379,EpsilonMarket,supplier10@trade.com,+380652406182,Польща
Ноутбук 662,Електроніка,3326.36,535,ZetaSupply,supplier11@trade.com,+380856596362,Польща
Футболка 663,Косметика,205.25,142,EtaCommerce,supplier12@trade.com,+380699872406,Польща
Джинси 664,Меблі,3456.98,273,ThetaLogistics,supplier13@trade.com,+380886668904,Туреччина
Кавоварка 665,Спорт та відпочинок,3347.88,576,IotaRetail,supplier14@trade.com,+380683112911,Україна
Навушники 666,Продукти харчування,2209.77,411,KappaStore,supplier15@trade.com,+380919132737,Німеччина
Книга «667»,Побутова хімія,616.18,105,LambdaHub,supplier16@trade.com,+380644186980,Китай
Крісло 668,Меблі,1561.35,829,MuDistrib,supplier17@trade.com,+380586116144,Китай
Велосипед 669,Косметика,979.82,244,NuSupplies,supplier18@trade.com,+380532206979,Франція
Помада 670,Іграшки,2506.87,918,XiNetwork,supplier19@trade.com,+380966001638,США
Шампунь 671,Авто,3099.34,57,TechSupply UA 2,supplier20@trade.com,+380788633570,Китай
Чай 672,Книги,4943.4,698,EcoGoods Ltd 2,supplier21@trade.com,+380559889261,Китай
Кросівки 673,Авто,1130.08,177,GlobalMart 2,supplier22@trade.com,+380513528495,Україна
Планшет 674,Авто,1148.76,216,ProTrade Co 2,supplier23@trade.com,+380929971814,Німеччина
Монітор 675,Електроніка,4477.24,259,FastDelivery 2,supplier24@trade.com,+380502216650,Німеччина
Клавіатура 676,Книги,2459.26,882,MegaStock 2,supplier25@trade.com,+380760427643,Польща
Мишка 677,Продукти харчування,2188.48,293,AlphaWholesale 2,supplier26@trade.com,+380552199659,США
Рюкзак 678,Книги,2242.16,941,BetaDistrib 2,supplier27@trade.com,+380945500034,Україна
Куртка 679,Меблі,1100.57,115,GammaTrade 2,supplier28@trade.com,+380823575860,Україна
Холодильник 680,Косметика,770.78,754,DeltaGoods 2,supplier29@trade.com,+380616445110,Китай
Смартфон 681,Спорт та відпочинок,2311.42,585,EpsilonMarket 2,supplier30@trade.com,+380633121802,Туреччина
Ноутбук 682,Іграшки,3047.4,802,ZetaSupply 2,supplier31@trade.com,+380902140937,Туреччина
Футболка 683,Книги,3539.52,95,EtaCommerce 2,supplier32@trade.com,+380690148601,Франція
Джинси 684,Книги,2533.31,28,ThetaLogistics 2,supplier33@trade.com,+380522112846,Україна
Кавоварка 685,Спорт та відпочинок,730.46,738,IotaRetail 2,supplier34@trade.com,+380712493577,Україна
Навушники 686,Одяг,2928.18,49,KappaStore 2,supplier35@trade.com,+380837915176,Німеччина
Книга «687»,Електроніка,4255.02,597,LambdaHub 2,supplier36@trade.com,+380986783818,США
Крісло 688,Електроніка,1723.95,999,MuDistrib 2,supplier37@trade.com,+380979992880,Китай
Велосипед 689,Електроніка,3909.77,945,NuSupplies 2,supplier38@trade.com,+380550874078,Україна
Помада 690,Побутова хімія,4119.68,215,XiNetwork 2,supplier39@trade.com,+380968192167,Франція
Шампунь 691,Іграшки,1532.2,798,TechSupply UA 3,supplier40@trade.com,+380771593929,Китай
Чай 692,Електроніка,3310.25,439,EcoGoods Ltd 3,supplier41@trade.com,+380584495002,США
Кросівки 693,Електроніка,2762.25,97,GlobalMart 3,supplier42@trade.com,+380593874830,Україна
Планшет 694,Іграшки,3681.1,56,ProTrade Co 3,supplier43@trade.com,+380704729251,Німеччина
Монітор 695,Продукти харчування,3909.8,469,FastDelivery 3,supplier44@trade.com,+380529812884,Німеччина
Клавіатура 696,Меблі,518.02,951,MegaStock 3,supplier45@trade.com,+380842976506,Польща
Мишка 697,Побутова хімія,728.59,699,AlphaWholesale 3,supplier46@trade.com,+380904252705,США
Рюкзак 698,Продукти харчування,3443.99,211,BetaDistrib 3,supplier47@trade.com,+380856102592,Франція
Куртка 699,Косметика,3027.32,613,GammaTrade 3,supplier48@trade.com,+380708531027,Франція
Холодильник 700,Електроніка,51.25,663,DeltaGoods 3,supplier49@trade.com,+380760529437,Польща
Смартфон 701,Електроніка,4065.44,845,TechSupply UA,supplier0@trade.com,+380607368827,Німеччина
Ноутбук 702,Авто,3165.07,876,EcoGoods Ltd,supplier1@trade.com,+380835207186,Китай
Футболка 703,Косметика,1947.89,391,GlobalMart,supplier2@trade.com,+380654527617,Туреччина
Джинси 704,Меблі,3584.22,897,ProTrade Co,supplier3@trade.com,+380526910219,Україна
Кавоварка 705,Авто,99.43,711,FastDelivery,supplier4@trade.com,+380820334794,США
Навушники 706,Електроніка,3492.35,277,MegaStock,supplier5@trade.com,+380796034115,Туреччина
Книга «707»,Електроніка,4039.8,299,AlphaWholesale,supplier6@trade.com,+380723396513,Туреччина
Крісло 708,Одяг,3348.95,463,BetaDistrib,supplier7@trade.com,+380716006248,Польща
Велосипед 709,Електроніка,3084.38,881,GammaTrade,supplier8@trade.com,+380820938217,Німеччина
Помада 710,Побутова хімія,895.09,403,DeltaGoods,supplier9@trade.com,+380908652236,Китай
Шампунь 711,Книги,4042.81,917,EpsilonMarket,supplier10@trade.com,+380652406182,Польща
Чай 712,Побутова хімія,3077.89,914,ZetaSupply,supplier11@trade.com,+380856596362,Польща
Кросівки 713,Спорт та відпочинок,2893.88,389,EtaCommerce,supplier12@trade.com,+380699872406,Польща
Планшет 714,Побутова хімія,85.25,499,ThetaLogistics,supplier13@trade.com,+380886668904,Туреччина
Монітор 715,Іграшки,2711.04,504,IotaRetail,supplier14@trade.com,+380683112911,Україна
Клавіатура 716,Побутова хімія,809.5,249,KappaStore,supplier15@trade.com,+380919132737,Німеччина
Мишка 717,Спорт та відпочинок,2787.73,333,LambdaHub,supplier16@trade.com,+380644186980,Китай
Рюкзак 718,Спорт та відпочинок,4978.31,481,MuDistrib,supplier17@trade.com,+380586116144,Китай
Куртка 719,Побутова хімія,3778.29,285,NuSupplies,supplier18@trade.com,+380532206979,Франція
Холодильник 720,Побутова хімія,756.56,876,XiNetwork,supplier19@trade.com,+380966001638,США
Смартфон 721,Іграшки,3417.7,568,TechSupply UA 2,supplier20@trade.com,+380788633570,Китай
Ноутбук 722,Авто,930.52,698,EcoGoods Ltd 2,supplier21@trade.com,+380559889261,Китай
Футболка 723,Спорт та відпочинок,1765.4,618,GlobalMart 2,supplier22@trade.com,+380513528495,Україна
Джинси 724,Спорт та відпочинок,1192.34,716,ProTrade Co 2,supplier23@trade.com,+380929971814,Німеччина
Кавоварка 725,Косметика,1377.31,773,FastDelivery 2,supplier24@trade.com,+380502216650,Німеччина
Навушники 726,Побутова хімія,2973.67,674,MegaStock 2,supplier25@trade.com,+380760427643,Польща
Книга «727»,Електроніка,4339.95,710,AlphaWholesale 2,supplier26@trade.com,+380552199659,США
Крісло 728,Авто,3384.65,394,BetaDistrib 2,supplier27@trade.com,+380945500034,Україна
Велосипед 729,Книги,3629.28,266,GammaTrade 2,supplier28@trade.com,+380823575860,Україна
Помада 730,Меблі,237.77,883,DeltaGoods 2,supplier29@trade.com,+380616445110,Китай
Шампунь 731,Меблі,2311.96,167,EpsilonMarket 2,supplier30@trade.com,+380633121802,Туреччина
Чай 732,Спорт та відпочинок,4485.27,696,ZetaSupply 2,supplier31@trade.com,+380902140937,Туреччина
Кросівки 733,Книги,2427.9,808,EtaCommerce 2,supplier32@trade.com,+380690148601,Франція
Планшет 734,Одяг,541.36,224,ThetaLogistics 2,supplier33@trade.com,+380522112846,Україна
Монітор 735,Продукти харчування,4911.44,521,IotaRetail 2,supplier34@trade.com,+380712493577,Україна
Клавіатура 736,Іграшки,890.4,933,KappaStore 2,supplier35@trade.com,+380837915176,Німеччина
Мишка 737,Книги,1150.99,895,LambdaHub 2,supplier36@trade.com,+380986783818,США
Рюкзак 738,Побутова хімія,4556.32,755,MuDistrib 2,supplier37@trade.com,+380979992880,Китай
Куртка 739,Іграшки,4737.58,264,NuSupplies 2,supplier38@trade.com,+380550874078,Україна
Холодильник 740,Косметика,182.58,519,XiNetwork 2,supplier39@trade.com,+380968192167,Франція
Смартфон 741,Електроніка,4832.9,973,TechSupply UA 3,supplier40@trade.com,+380771593929,Китай
Ноутбук 742,Косметика,4728.97,775,EcoGoods Ltd 3,supplier41@trade.com,+380584495002,США
Футболка 743,Продукти харчування,2741.64,904,GlobalMart 3,supplier42@trade.com,+380593874830,Україна
Джинси 744,Одяг,2607.88,144,ProTrade Co 3,supplier43@trade.com,+380704729251,Німеччина
Кавоварка 745,Іграшки,4839.6,472,FastDelivery 3,supplier44@trade.com,+380529812884,Німеччина
Навушники 746,Побутова хімія,2724.6,724,MegaStock 3,supplier45@trade.com,+380842976506,Польща
Книга «747»,Іграшки,4654.27,400,AlphaWholesale 3,supplier46@trade.com,+380904252705,США
Крісло 748,Спорт та відпочинок,2639.69,513,BetaDistrib 3,supplier47@trade.com,+380856102592,Франція
Велосипед 749,Меблі,3801.42,691,GammaTrade 3,supplier48@trade.com,+380708531027,Франція
Помада 750,Меблі,1976.82,906,DeltaGoods 3,supplier49@trade.com,+380760529437,Польща
Шампунь 751,Косметика,2188.84,907,TechSupply UA,supplier0@trade.com,+380607368827,Німеччина
Чай 752,Книги,1160.89,35,EcoGoods Ltd,supplier1@trade.com,+380835207186,Китай
Кросівки 753,Меблі,1885.42,306,GlobalMart,supplier2@trade.com,+380654527617,Туреччина
Планшет 754,Продукти харчування,4161.17,822,ProTrade Co,supplier3@trade.com,+380526910219,Україна
Монітор 755,Авто,800.18,713,FastDelivery,supplier4@trade.com,+380820334794,США
Клавіатура 756,Спорт та відпочинок,669.31,797,MegaStock,supplier5@trade.com,+380796034115,Туреччина
Мишка 757,Авто,204.61,464,AlphaWholesale,supplier6@trade.com,+380723396513,Туреччина
Рюкзак 758,Косметика,4387.94,792,BetaDistrib,supplier7@trade.com,+380716006248,Польща
Куртка 759,Електроніка,963.05,271,GammaTrade,supplier8@trade.com,+380820938217,Німеччина
Холодильник 760,Спорт та відпочинок,3493.64,138,DeltaGoods,supplier9@trade.com,+380908652236,Китай
Смартфон 761,Одяг,975.34,749,EpsilonMarket,supplier10@trade.com,+380652406182,Польща
Ноутбук 762,Меблі,2794.69,718,ZetaSupply,supplier11@trade.com,+380856596362,Польща
Футболка 763,Косметика,2674.47,33,EtaCommerce,supplier12@trade.com,+380699872406,Польща
Джинси 764,Електроніка,1583.83,608,ThetaLogistics,supplier13@trade.com,+380886668904,Туреччина
Кавоварка 765,Меблі,232.77,772,IotaRetail,supplier14@trade.com,+380683112911,Україна
Навушники 766,Косметика,3389.98,337,KappaStore,supplier15@trade.com,+380919132737,Німеччина
Книга «767»,Іграшки,4285.93,474,LambdaHub,supplier16@trade.com,+380644186980,Китай
Крісло 768,Меблі,1812.54,652,MuDistrib,supplier17@trade.com,+380586116144,Китай
Велосипед 769,Побутова хімія,2145.45,308,NuSupplies,supplier18@trade.com,+380532206979,Франція
Помада 770,Продукти харчування,1008.11,187,XiNetwork,supplier19@trade.com,+380966001638,США
Шампунь 771,Побутова хімія,2610.89,771,TechSupply UA 2,supplier20@trade.com,+380788633570,Китай
Чай 772,Спорт та відпочинок,4798.23,136,EcoGoods Ltd 2,supplier21@trade.com,+380559889261,Китай
Кросівки 773,Побутова хімія,1285.38,257,GlobalMart 2,supplier22@trade.com,+380513528495,Україна
Планшет 774,Книги,1487.34,581,ProTrade Co 2,supplier23@trade.com,+380929971814,Німеччина
Монітор 775,Електроніка,349.41,158,FastDelivery 2,supplier24@trade.com,+380502216650,Німеччина
Клавіатура 776,Косметика,1254.91,316,MegaStock 2,supplier25@trade.com,+380760427643,Польща
Мишка 777,Книги,647.37,319,AlphaWholesale 2,supplier26@trade.com,+380552199659,США
Рюкзак 778,Книги,2642.51,521,BetaDistrib 2,supplier27@trade.com,+380945500034,Україна
Куртка 779,Іграшки,4953.7,887,GammaTrade 2,supplier28@trade.com,+380823575860,Україна
Холодильник 780,Іграшки,3275.95,280,DeltaGoods 2,supplier29@trade.com,+380616445110,Китай
Смартфон 781,Авто,4478.96,840,EpsilonMarket 2,supplier30@trade.com,+380633121802,Туреччина
Ноутбук 782,Продукти харчування,2679.34,421,ZetaSupply 2,supplier31@trade.com,+380902140937,Туреччина
Футболка 783,Побутова хімія,1433.09,149,EtaCommerce 2,supplier32@trade.com,+380690148601,Франція
Джинси 784,Побутова хімія,1724.84,449,ThetaLogistics 2,supplier33@trade.com,+380522112846,Україна
Кавоварка 785,Продукти харчування,1190.25,225,IotaRetail 2,supplier34@trade.com,+380712493577,Україна
Навушники 786,Іграшки,3132.33,199,KappaStore 2,supplier35@trade.com,+380837915176,Німеччина
Книга «787»,Косметика,940.49,286,LambdaHub 2,supplier36@trade.com,+380986783818,США
Крісло 788,Спорт та відпочинок,3100.27,130,MuDistrib 2,supplier37@trade.com,+380979992880,Китай
Велосипед 789,Продукти харчування,2042.13,745,NuSupplies 2,supplier38@trade.com,+380550874078,Україна
Помада 790,Продукти харчування,4381.22,685,XiNetwork 2,supplier39@trade.com,+380968192167,Франція
Шампунь 791,Меблі,371.87,243,TechSupply UA 3,supplier40@trade.com,+380771593929,Китай
Чай 792,Продукти харчування,4369.72,892,EcoGoods Ltd 3,supplier41@trade.com,+380584495002,США
Кросівки 793,Продукти харчування,4601.32,588,GlobalMart 3,supplier42@trade.com,+380593874830,Україна
Планшет 794,Іграшки,515.02,597,ProTrade Co 3,supplier43@trade.com,+380704729251,Німеччина
Монітор 795,Авто,579.7,186,FastDelivery 3,supplier44@trade.com,+380529812884,Німеччина
Клавіатура 796,Авто,989.84,803,MegaStock 3,supplier45@trade.com,+380842976506,Польща
Мишка 797,Іграшки,313.17,233,AlphaWholesale 3,supplier46@trade.com,+380904252705,США
Рюкзак 798,Іграшки,3762.85,349,BetaDistrib 3,supplier47@trade.com,+380856102592,Франція
Куртка 799,Авто,4686.39,142,GammaTrade 3,supplier48@trade.com,+380708531027,Франція
Холодильник 800,Меблі,2775.41,497,DeltaGoods 3,supplier49@trade.com,+380760529437,Польща
Смартфон 801,Одяг,2932.11,522,TechSupply UA,supplier0@trade.com,+380607368827,Німеччина
Ноутбук 802,Побутова хімія,2594.78,123,EcoGoods Ltd,supplier1@trade.com,+380835207186,Китай
Футболка 803,Меблі,3130.13,480,GlobalMart,supplier2@trade.com,+380654527617,Туреччина
Джинси 804,Косметика,2381.11,243,ProTrade Co,supplier3@trade.com,+380526910219,Україна
Кавоварка 805,Іграшки,3605.74,241,FastDelivery,supplier4@trade.com,+380820334794,США
Навушники 806,Електроніка,4566.4,687,MegaStock,supplier5@trade.com,+380796034115,Туреччина
Книга «807»,Косметика,1898.19,563,AlphaWholesale,supplier6@trade.com,+380723396513,Туреччина
Крісло 808,Іграшки,2571.02,299,BetaDistrib,supplier7@trade.com,+380716006248,Польща
Велосипед 809,Авто,603.96,860,GammaTrade,supplier8@trade.com,+380820938217,Німеччина
Помада 810,Спорт та відпочинок,738.84,534,DeltaGoods,supplier9@trade.com,+380908652236,Китай
Шампунь 811,Іграшки,4429.01,732,EpsilonMarket,supplier10@trade.com,+380652406182,Польща
Чай 812,Іграшки,3986.74,973,ZetaSupply,supplier11@trade.com,+380856596362,Польща
Кросівки 813,Спорт та відпочинок,1195.43,605,EtaCommerce,supplier12@trade.com,+380699872406,Польща
Планшет 814,Авто,3244.95,130,ThetaLogistics,supplier13@trade.com,+380886668904,Туреччина
Монітор 815,Електроніка,1068.71,932,IotaRetail,supplier14@trade.com,+380683112911,Україна
Клавіатура 816,Меблі,3907.76,363,KappaStore,supplier15@trade.com,+380919132737,Німеччина
Мишка 817,Іграшки,2987.2,145,LambdaHub,supplier16@trade.com,+380644186980,Китай
Рюкзак 818,Меблі,3310.57,135,MuDistrib,supplier17@trade.com,+380586116144,Китай
Куртка 819,Побутова хімія,1872.22,459,NuSupplies,supplier18@trade.com,+380532206979,Франція
Холодильник 820,Продукти харчування,2803.24,922,XiNetwork,supplier19@trade.com,+380966001638,США
Смартфон 821,Меблі,418.1,542,TechSupply UA 2,supplier20@trade.com,+380788633570,Китай
Ноутбук 822,Меблі,4732.04,511,EcoGoods Ltd 2,supplier21@trade.com,+380559889261,Китай
Футболка 823,Електроніка,3378.1,457,GlobalMart 2,supplier22@trade.com,+380513528495,Україна
Джинси 824,Авто,1121.51,86,ProTrade Co 2,supplier23@trade.com,+380929971814,Німеччина
Кавоварка 825,Меблі,4961.54,828,FastDelivery 2,supplier24@trade.com,+380502216650,Німеччина
Навушники 826,Іграшки,598.37,909,MegaStock 2,supplier25@trade.com,+380760427643,Польща
Книга «827»,Одяг,1910.14,699,AlphaWholesale 2,supplier26@trade.com,+380552199659,США
Крісло 828,Меблі,610.58,769,BetaDistrib 2,supplier27@trade.com,+380945500034,Україна
Велосипед 829,Продукти харчування,2475.58,163,GammaTrade 2,supplier28@trade.com,+380823575860,Україна
Помада 830,Одяг,396.22,450,DeltaGoods 2,supplier29@trade.com,+380616445110,Китай
Шампунь 831,Спорт та відпочинок,3270.08,988,EpsilonMarket 2,supplier30@trade.com,+380633121802,Туреччина
Чай 832,Меблі,413.52,775,ZetaSupply 2,supplier31@trade.com,+380902140937,Туреччина
Кросівки 833,Меблі,2606.94,7,EtaCommerce 2,supplier32@trade.com,+380690148601,Франція
Планшет 834,Побутова хімія,3805.91,797,ThetaLogistics 2,supplier33@trade.com,+380522112846,Україна
Монітор 835,Спорт та відпочинок,4903.69,982,IotaRetail 2,supplier34@trade.com,+380712493577,Україна
Клавіатура 836,Книги,168.61,650,KappaStore 2,supplier35@trade.com,+380837915176,Німеччина
Мишка 837,Авто,2821.72,556,LambdaHub 2,supplier36@trade.com,+380986783818,США
Рюкзак 838,Одяг,3444.7,12,MuDistrib 2,supplier37@trade.com,+380979992880,Китай
Куртка 839,Іграшки,3822.17,102,NuSupplies 2,supplier38@trade.com,+380550874078,Україна
